45011322,32,g
45011338,56,g
45011339,31,g
45011340,28,g
45011474,100,g
45011545,85,g
45011576,41,g
45012009,85,g
45037667,133,g
45037677,113,g
45037686,61,g
45037696,113,g
45037702,113,g
45039641,92,g
45042478,48,g
45044182,85,g
45044515,113,g
45044977,57,g
45053831,64,g
45054126,63,g
45054130,57,g
45102343,47,g
45102572,54,g
45112211,57,g
45011311,30,g
45032888,30,g
45033192,25,g
45033420,0.5,g
45034222,30,g
45034419,0.7,g
45035547,30,g
45035558,30,g
45035562,28,g
45035878,0.6,g
45038946,30,g
45038952,28,g
45043084,0.25,g
45045025,25,g
45049077,0.5,g
45049129,2,g
45050255,0.5,g
45050454,42,g
45051407,39,g
45051408,39,g
45051409,39,g
45051410,39,g
45051494,99,g
45054163,25,g
45054166,28,g
45054314,0.5,g
45056580,0.5,g
45058913,0.7,g
45058993,0.7,g
45060446,0.6,g
45060536,22,g
45061066,42,g
45082197,1.5,g
45086747,1.5,g
45176333,38,g
45181100,0.6,g
45267462,15,ml
45268089,5,g
45289035,0.3,g
45331037,1,g
45332952,1.2,ml
45360892,1.5,g
45010437,15,g
45012199,1,g
45012200,2,g
45012201,2,g
45113623,28,g
45137101,355,ml
45137109,355,ml
45137134,240,ml
45137140,240,ml
45137160,355,ml
45137199,355,ml
45137217,355,ml
45137249,355,ml
45137258,355,ml
45137265,240,ml
45137291,240,ml
45137331,240,ml
45137398,240,ml
45137478,240,ml
45137508,355,ml
45137606,355,ml
45137642,240,ml
45142598,355,ml
45142824,355,ml
45143237,355,ml
45145396,240,ml
45145815,240,ml
45147004,355,ml
45148584,240,ml
45150447,503,ml
45150448,503,ml
45151120,360,ml
45151161,355,ml
45152844,355,ml
45152879,355,ml
45236203,240,ml
45250115,600,ml
45255203,221,ml
45267832,355,ml
45284357,355,ml
45289534,355,ml
45305991,221,ml
45308412,240,ml
45311929,355,ml
45312391,591,ml
45313222,355,ml
45373261,355,ml
45373753,240,ml
45374270,473,ml
45374983,355,ml
